value,count
we did not go to the very top and were most satisfied with our trip .,1
"we did not stop on the first level , as it appears that getting from the first level down to the ground by elevator is a very long wait , always .",1
though it was amazing ... there was no ques at all .,1
"it also was n't extremely busy st this time either which was nice , although i must say it was very windy , so make sure you wrap up !",1
by day and by night when it is lit on the hour for about 5-8 minutes -lrb- i think -rrb- starting at 10 p.m. may be useful to book tickets on-line to ride the elevators on the tower to avoid the very long lines on the day that you visit the tower .,1
unbelievably large and crowded .,1
it was an experience of a lifetime !,1
just walk around the tower - click some good pics and you are done,1
our group of 14 had a wonderful meal in the eiffel tower on the second floor restaurant .,1
once again i rode to the very top .,1
"the most spectacular view of paris , especially when the sun is setting .",1
"my friends and i did the scenic river cruise and got a chance to view the tower lite up at night , amazing to see .",1
did n't go inside ... really no need to .,1
still great views and other things such as bars and a cafe and even an ice rink .,1
my family and i went to the top which gave us a great view of the city .,1
at least the very top it totally enclosed .,1
i had zero interest in seeing the eiffel tower .,1
both were equally spectacular !,1
this attraction is definitely worth a visit no matter what you think about the height of the tower or of paris .,1
"few lines in winter , a tiny ice skating rink up in the tower -lrb- ! -rrb-",1
this is a must do in paris .,1
summer is definitely worse than winter however the view all year around is still stunning .,1
it really is worth all the hype .,1
"have dinner or lunch on the tower , remember it all your life .",1
there are always lines so be prepared .,1
"you can then go up all the way to the top once you reach to the second floor , by taking another elevator .",1
so glad we planned in advance to buy our tickets to go up to the top of the tower .,1
it has three floors - ticket to top -lrb- summit -rrb- entitles you to visit all three floors .,1
"unfortunately when we were there it was so busy , and so crowded that it did n't make for pleasant viewing .",1
it 's just beautiful at night .,1
you must visit the eiffel tower if you 're ever in paris .,1
arriving by bateau bus - highly recommended !,1
there 's no much to say that has n't already been said before .,1
there is a separate entrance to allow those who have booked a meal to jump the queue of tower-walkers .,1
"we got off at the metro stop trocadero to see the eiffel tower from slightly afar , which is better than getting off at the champ de mars tour eiffel stop .",1
the walk around the area is amazing .,1
i enjoy visiting it at any time of the day .,1
"what was once to be only a temporary structure has now become the first thing that comes to mind when one things of paris , and what a treat to see it in all its beauty , day and night .",1
we have been up the eiffel tower 3 times and i would do it again in a heart beat .,1
i signed on at 8am paris time the first day that i could and tickets that day sold out in 13 minutes .,1
